Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
1998,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
1998,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
1998,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
1998,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
1998,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
1998,0.8,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
1998,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
1998,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
1998,0.03,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
1998,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
1998,0.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
1998,0.7,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
1998,2.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
1998,34.2,Percent,group A Streptococcus,Syndromes,Cellulitis,
1998,35.6,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
1998,11.6,Percent,group A Streptococcus,Syndromes,Pneumonia,
1998,5.1,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
1998,5.1,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
1998,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
1999,8200,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
1999,1200,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
1999,9400,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
1999,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
1999,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
1999,4.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
1999,6.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
1999,2.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
1999,1.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
1999,2,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
1999,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
1999,4.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
1999,8.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
1999,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
1999,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
1999,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
1999,4.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
1999,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
1999,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
1999,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
1999,0.45,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
1999,0.45,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
1999,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
1999,0.32,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
1999,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
1999,0.14,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
1999,0.11,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
1999,0.4,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
1999,0.36,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
1999,2.06,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
1999,32.3,Percent,group A Streptococcus,Syndromes,Cellulitis,
1999,34.7,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
1999,11.9,Percent,group A Streptococcus,Syndromes,Pneumonia,
1999,6.2,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
1999,3.4,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
1999,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2000,7800,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2000,1000,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2000,8800,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2000,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2000,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2000,5.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2000,6,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2000,1.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2000,1.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2000,1.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2000,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2000,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2000,8.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2000,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2000,2.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2000,5.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2000,2.1,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2000,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2000,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2000,2.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2000,0.4,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2000,0.4,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2000,0.3,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2000,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2000,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2000,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2000,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2000,0.3,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2000,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2000,1.8,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2000,33.3,Percent,group A Streptococcus,Syndromes,Cellulitis,
2000,35.3,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2000,14,Percent,group A Streptococcus,Syndromes,Pneumonia,
2000,6,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2000,4,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2000,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2001,9200,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2001,1450,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2001,10650,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2001,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2001,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2001,5.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2001,2.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2001,2.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2001,1.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2001,2,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2001,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2001,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2001,9.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2001,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2001,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2001,5,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2001,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2001,3.7,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2001,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2001,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2001,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2001,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2001,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2001,0.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2001,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2001,0.03,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2001,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2001,0.4,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2001,0.8,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2001,2.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2001,35.3,Percent,group A Streptococcus,Syndromes,Cellulitis,
2001,28.7,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2001,12.9,Percent,group A Streptococcus,Syndromes,Pneumonia,
2001,7,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2001,5.9,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2001,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2002,7750,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2002,1350,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2002,9100,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2002,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2002,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2002,6.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2002,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2002,2.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2002,1.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2002,1.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2002,2.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2002,4,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2002,8.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2002,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2002,3,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2002,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2002,2.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2002,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2002,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2002,2.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2002,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2002,0.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2002,0.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2002,0.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2002,0.2,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2002,0.02,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2002,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2002,0.3,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2002,0.6,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2002,2.3,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2002,36.4,Percent,group A Streptococcus,Syndromes,Cellulitis,
2002,27.9,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2002,14.7,Percent,group A Streptococcus,Syndromes,Pneumonia,
2002,6.1,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2002,6,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2002,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2003,9475,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2003,1800,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2003,11275,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2003,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2003,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2003,5.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2003,2.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2003,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2003,1.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2003,1.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2003,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2003,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2003,10.7,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2003,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2003,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2003,4.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2003,1.8,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2003,3.8,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2003,4.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2003,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2003,0.59,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2003,0.59,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2003,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2003,0.68,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2003,0.23,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2003,0.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2003,0.07,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2003,0.36,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2003,1.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2003,2.5,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2003,32.2,Percent,group A Streptococcus,Syndromes,Cellulitis,
2003,27.1,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2003,17.3,Percent,group A Streptococcus,Syndromes,Pneumonia,
2003,7.1,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2003,6.5,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2003,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2004,8625,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2004,1275,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2004,9900,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2004,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2004,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2004,4.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2004,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2004,2.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2004,1,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2004,2.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2004,3,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2004,4.3,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2004,9.2,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2004,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2004,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2004,4.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2004,3.2,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2004,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2004,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2004,3.1,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2004,0.42,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2004,0.42,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2004,0.24,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2004,0,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2004,0.17,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2004,0.02,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2004,0.13,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2004,0.31,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2004,0.6,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2004,1.8,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2004,31.7,Percent,group A Streptococcus,Syndromes,Cellulitis,
2004,30.1,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2004,13.9,Percent,group A Streptococcus,Syndromes,Pneumonia,
2004,7.5,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2004,5.7,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Cefotaxime,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Clindamycin,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Erythromycin,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Penicillin,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Tetracycline,
2004,0,Percent,group A Streptococcus,Antibiotic resistance,Vancomycin,
2005,9200,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of survivals
2005,1500,Counts,group A Streptococcus,Number of cases and deaths,ALL,Number of deaths
2005,10700,Counts,group A Streptococcus,Number of cases and deaths,ALL,Total cases
2005,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Overall,
2005,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Age,Overall
2005,5.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,<1 year old
2005,5.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,1 years old
2005,2.8,"Per 100,000 population",group A Streptococcus,Case rates,Age,2-4 years old
2005,1.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,5-17 years old
2005,2.1,"Per 100,000 population",group A Streptococcus,Case rates,Age,18-34 years old
2005,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Age,35-49 years old
2005,4.5,"Per 100,000 population",group A Streptococcus,Case rates,Age,50-64 years old
2005,8.9,"Per 100,000 population",group A Streptococcus,Case rates,Age,>=65 years old
2005,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Race,Overall
2005,3.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,White
2005,4.4,"Per 100,000 population",group A Streptococcus,Case rates,Race,Black
2005,3.5,"Per 100,000 population",group A Streptococcus,Case rates,Race,Other races
2005,3.6,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Overall
2005,3.9,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Male
2005,3.3,"Per 100,000 population",group A Streptococcus,Case rates,Sex,Female
2005,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Overall,
2005,0.49,"Per 100,000 population",group A Streptococcus,Death rates,Age,Overall
2005,0.73,"Per 100,000 population",group A Streptococcus,Death rates,Age,<1 year old
2005,0.24,"Per 100,000 population",group A Streptococcus,Death rates,Age,1 years old
2005,0.08,"Per 100,000 population",group A Streptococcus,Death rates,Age,2-4 years old
2005,0.04,"Per 100,000 population",group A Streptococcus,Death rates,Age,5-17 years old
2005,0.14,"Per 100,000 population",group A Streptococcus,Death rates,Age,18-34 years old
2005,0.28,"Per 100,000 population",group A Streptococcus,Death rates,Age,35-49 years old
2005,0.79,"Per 100,000 population",group A Streptococcus,Death rates,Age,50-64 years old
2005,2.1,"Per 100,000 population",group A Streptococcus,Death rates,Age,>=65 years old
2005,32,Percent,group A Streptococcus,Syndromes,Cellulitis,
2005,28.1,Percent,group A Streptococcus,Syndromes,Bacteremia without focus,
2005,16.5,Percent,group A Streptococcus,Syndromes,Pneumonia,
2005,7.1,Percent,group A Streptococcus,Syndromes,Necrotizing fasciitis,
2005,4.6,Percent,group A Streptococcus,Syndromes,Streptococcal toxic shock,
