Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2004,1.46,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2004,0.21,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2004,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2004,0.03,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2004,0.02,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2004,0.06,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2004,0.31,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2004,0.75,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2004,1.3,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2004,2.88,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2004,54.6,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2004,30.6,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2004,7.4,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2004,8.1,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2004,0,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2005,3600,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2005,600,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2005,4200,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2005,1.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2005,1.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2005,9.37,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2005,1.25,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
2005,0.84,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,2-4 years old
2005,0.23,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,5-17 years old
2005,0.45,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,18-34 years old
2005,0.64,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,35-49 years old
2005,1.71,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,50-64 years old
2005,5.29,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,>=65 years old
2005,1.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Overall
2005,1.4,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,White
2005,1.4,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Black
2005,1,"Per 100,000 population",Haemophilus influenzae,Case rates,Race,Other races
2005,1.38,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Overall
2005,1.27,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Male
2005,1.47,"Per 100,000 population",Haemophilus influenzae,Case rates,Sex,Female
2005,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Overall,
2005,0.19,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,Overall
2005,1.46,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,<1 year old
2005,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,1 year old
2005,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,2-4 years old
2005,0.02,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,5-17 years old
2005,0,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,18-34 years old
2005,0.05,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,35-49 years old
2005,0.16,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,50-64 years old
2005,0.59,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,65-74 years old
2005,1.01,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,75-84 years old
2005,3.07,"Per 100,000 population",Haemophilus influenzae,Death rates,Age,>=85 years old
2005,55.7,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia with pneumonia
2005,30.2,Percent,Haemophilus influenzae,Syndromes,ALL,Bacteremia without focus
2005,6.2,Percent,Haemophilus influenzae,Syndromes,ALL,Meningitis
2005,7.7,Percent,Haemophilus influenzae,Syndromes,ALL,Other
2005,0.2,Percent,Haemophilus influenzae,Syndromes,ALL,Unknown
2006,4100,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of survivals
2006,700,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Number of deaths
2006,4800,Counts,Haemophilus influenzae,Number of cases and deaths,ALL,Total cases
2006,1.56,"Per 100,000 population",Haemophilus influenzae,Case rates,Overall,
2006,1.56,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,Overall
2006,9.87,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,<1 year old
2006,1.67,"Per 100,000 population",Haemophilus influenzae,Case rates,Age,1 year old
