old_url,new_url,is_primary
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/monitoringdust.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/pillardesign.html,https://www.cdc.gov/niosh/mining/topics/ground-falls.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/programmableelectronicsystems.html,https://www.cdc.gov/niosh/mining/topics/machinery-struck-by-injuries.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/proximitydetection.html,https://www.cdc.gov/niosh/mining/topics/machinery-struck-by-injuries.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/refugechambers.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/refugechambers.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/refugechambers.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/refugechambers.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/rescuetechnologiesandtraining.html,https://www.cdc.gov/niosh/mining/topics/fires-explosions.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respirabledust.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respirabledust.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respirabledust.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respirabledust.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respiratorydiseases.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respiratorydiseases.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respiratorydiseases.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/respiratorydiseases.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/rockdusting.html,https://www.cdc.gov/niosh/mining/topics/fires-explosions.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/rockfalls.html,https://www.cdc.gov/niosh/mining/topics/ground-falls.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/roofsupport.html,https://www.cdc.gov/niosh/mining/topics/ground-falls.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/slopestability.html,https://www.cdc.gov/niosh/mining/topics/ground-falls.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/fires-explosions.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/respiratory-hazards.html,true
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/silicosis.html,false
https://archive.cdc.gov/www_cdc_gov/niosh/mining/topics/ventilation.html,https://www.cdc.gov/niosh/mining/topics/fires-explosions.html,false
https://emergency.cdc.gov/radiation/clinicians/evaluation/,https://www.cdc.gov/radiation-emergencies/hcp/screening/index.html,true
https://emergency.cdc.gov/radiation/pdf/infographic_where_to_go.pdf,https://www.cdc.gov/radiation-emergencies/infographic/where-to-go.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/,https://www.atsdr.cdc.gov/2019-annual-report/php/,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/,https://www.atsdr.cdc.gov/2019-annual-report/php/stories-from-the-field.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/anaconda.html,https://www.atsdr.cdc.gov/2019-annual-report/php/anaconda-smelter-exposure-investigation.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/appletree.html,https://www.atsdr.cdc.gov/2019-annual-report/php/appletree.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/cdart.html,https://www.atsdr.cdc.gov/2019-annual-report/php/cdart-disaster-toolkit.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/computational_toxicology.html,https://www.atsdr.cdc.gov/2019-annual-report/php/computational-toxicology-laboratory-produces-new-models-for-airborne-chemicals-and-food-toxins.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/disaster.html,https://www.atsdr.cdc.gov/2019-annual-report/php/disaster-and-social-vulnerability.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/increasing_pfas.html,https://www.atsdr.cdc.gov/2019-annual-report/php/increasing-pfas-awareness.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/intercontinental_fire.html,https://www.atsdr.cdc.gov/2019-annual-report/php/intercontinental-terminals-fire.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/national_als.html,https://www.atsdr.cdc.gov/2019-annual-report/php/national-als-registry-connects-researchers-with-patients-and-funding.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/pehsu.html,https://www.atsdr.cdc.gov/2019-annual-report/php/pediatric-environmental-health-specialty-units-pehsu.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/pfas.html,https://www.atsdr.cdc.gov/2019-annual-report/php/pfas.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/recycled_tire.html,https://www.atsdr.cdc.gov/2019-annual-report/php/federal-research-action-plan-on-recycled-tire-crumb-used-on-playing-fields-and-playgrounds-frap.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/story_of_health.html,https://www.atsdr.cdc.gov/2019-annual-report/php/a-story-of-health.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/toxic_data.html,https://www.atsdr.cdc.gov/2019-annual-report/php/toxic-substances-data-evolve-from-emergency-surveillance.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/stories/toxicological.html,https://www.atsdr.cdc.gov/2019-annual-report/php/toxicological-profiles.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/where/,https://www.atsdr.cdc.gov/2019-annual-report/php/where-atsdr-works.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/where/burlington.html,https://www.atsdr.cdc.gov/2019-annual-report/php/where-burlington-vapor-intrusion-burlington-vt-emergency-response-group.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/where/great_lakes.html,https://www.atsdr.cdc.gov/2019-annual-report/php/where-great-lakes-biomonitoring.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/where/idaho.html,https://www.atsdr.cdc.gov/2019-annual-report/php/where-idaho-appletree-cooperative-agreement-program.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/who/,https://www.atsdr.cdc.gov/2019-annual-report/php/who-we-are-profiles.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/who/ana.html,https://www.atsdr.cdc.gov/2019-annual-report/php/who-we-are-ana-p.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/who/john.html,https://www.atsdr.cdc.gov/2019-annual-report/php/who-we-are-john-t.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/who/melanie.html,https://www.atsdr.cdc.gov/2019-annual-report/php/who-we-are-melanie-b.html,true
https://www.atsdr.cdc.gov/2019atsdrannualreport/who/patricia.html,https://www.atsdr.cdc.gov/2019-annual-report/php/who-we-are-patricia-r.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/,https://www.atsdr.cdc.gov/2020-annual-report/php/,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/,https://www.atsdr.cdc.gov/2020-annual-report/php/2020-year-in-review.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/als.html,https://www.atsdr.cdc.gov/2020-annual-report/php/national-als-registry-and-biorepository.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/appletree.html,https://www.atsdr.cdc.gov/2020-annual-report/php/atsdrs-partnership-to-promote-local-efforts-to-reduce-environmental-exposure-appletree.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/ccarat.html,https://www.atsdr.cdc.gov/2020-annual-report/php/cancer-cluster-and-regional-activity-tracker-project-ccarat.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/emergency-response.html,https://www.atsdr.cdc.gov/2020-annual-report/php/nceh-atsdr-emergency-response.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/grasp.html,https://www.atsdr.cdc.gov/2020-annual-report/php/geospatial-research-analysis-and-services-program-grasp.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/2020-year-in-review/pehsu.html,https://www.atsdr.cdc.gov/2020-annual-report/php/pediatric-environmental-health-specialty-units-pehsus.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/about-atsdr.html,https://www.atsdr.cdc.gov/2020-annual-report/php/about-atsdr.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/,https://www.atsdr.cdc.gov/2020-annual-report/php/covid-19-collaboration-taking-action-to-address-communities-needs.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/environmental-health-collaborations.html,https://www.atsdr.cdc.gov/2020-annual-report/php/appletree-and-pehsus-collaborations-covid-19-response.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/environmental-health-collaborations.html,https://www.atsdr.cdc.gov/2020-annual-report/php/emergency-and-environmental-health-collaborations-covid-19-response.html,false
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/environmental-health-collaborations.html,https://www.atsdr.cdc.gov/2020-annual-report/php/geospatial-research-analysis-and-services-program-grasp-covid-19-response.html,false
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/grasp-support.html,https://www.atsdr.cdc.gov/2020-annual-report/php/grasp.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/covid-19-collaboration/supporting-safe-practices.html,https://www.atsdr.cdc.gov/2020-annual-report/php/safe-sanitation-and-disinfection-practices-covid-19-response.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/infographic/,https://www.atsdr.cdc.gov/2020-annual-report/php/infographic-covid-19-response.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/letter.html,https://www.atsdr.cdc.gov/2020-annual-report/php/letter-from-our-associate-director.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/raising-awareness-helping-communities.html,https://www.atsdr.cdc.gov/2020-annual-report/php/raising-awareness-engaging-and-helping-communities.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/video.html,https://www.atsdr.cdc.gov/2020-annual-report/php/from-the-perspective-of-our-communities-in-their-own-words.html,true
https://www.atsdr.cdc.gov/2020atsdrannualreport/whats-next.html,https://www.atsdr.cdc.gov/2020-annual-report/php/whats-next.html,true
https://www.atsdr.cdc.gov/2021-annual-report/,https://www.atsdr.cdc.gov/2021-annual-report/php/,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/,https://www.atsdr.cdc.gov/2021-annual-report/php/2021-year-in-review.html,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/als.html,https://www.atsdr.cdc.gov/2021-annual-report/php/national-als-registry-expands-research.html,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/appletree.html,https://www.atsdr.cdc.gov/2021-annual-report/php/appletree.html,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/grasp.html,https://www.atsdr.cdc.gov/2021-annual-report/php/grasp-support.html,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/pfas.html,https://www.atsdr.cdc.gov/2021-annual-report/php/pfas-activities.html,true
https://www.atsdr.cdc.gov/2021-annual-report/2021-year-in-review/story-map.html,https://www.atsdr.cdc.gov/2021-annual-report/php/mapping-success-of-choose-safe-places-program.html,true
https://www.atsdr.cdc.gov/2021-annual-report/about-atsdr.html,https://www.atsdr.cdc.gov/2021-annual-report/php/who-we-are.html,true
https://www.atsdr.cdc.gov/2021-annual-report/emergency-response-collaboration/,https://www.atsdr.cdc.gov/2021-annual-report/php/emergency-response-collaboration.html,true
https://www.atsdr.cdc.gov/2021-annual-report/emergency-response-collaboration/atsdr-support.html,https://www.atsdr.cdc.gov/2021-annual-report/php/atsdr-support-to-covid-19.html,true
https://www.atsdr.cdc.gov/2021-annual-report/emergency-response-collaboration/concurrent-disasters.html,https://www.atsdr.cdc.gov/2021-annual-report/php/helping-health-departments-manage-concurrent-disasters.html,true
https://www.atsdr.cdc.gov/2021-annual-report/emergency-response-collaboration/rockton.html,https://www.atsdr.cdc.gov/2021-annual-report/php/responding-to-chemical-emergencies-rockton-il-case-study.html,true
https://www.atsdr.cdc.gov/2021-annual-report/emergency-response-collaboration/talladega.html,https://www.atsdr.cdc.gov/2021-annual-report/php/the-race-against-covid-19-at-the-talladega-superspeedway.html,true
https://www.atsdr.cdc.gov/2021-annual-report/letter.html,https://www.atsdr.cdc.gov/2021-annual-report/php/letter-from-our-atsdr-director-and-associate-director.html,true
https://www.atsdr.cdc.gov/2021-annual-report/listening-responding-taking-action/,https://www.atsdr.cdc.gov/2021-annual-report/php/listening-responding-taking-action.html,true
https://www.atsdr.cdc.gov/2021-annual-report/listening-responding-taking-action/atsdr-petition-process.html,https://www.atsdr.cdc.gov/2021-annual-report/php/the-who-what-why-and-how-of-atsdrs-petition-process.html,true
https://www.atsdr.cdc.gov/2021-annual-report/listening-responding-taking-action/pehsu.html,https://www.atsdr.cdc.gov/2021-annual-report/php/pehsu-network.html,true
https://www.atsdr.cdc.gov/2021-annual-report/listening-responding-taking-action/penobscot-river.html,https://www.atsdr.cdc.gov/2021-annual-report/php/helping-the-penobscot-indian-nation-review-of-anadromous-fish-for-consumption.html,true
https://www.atsdr.cdc.gov/2021-annual-report/listening-responding-taking-action/petition.html,https://www.atsdr.cdc.gov/2021-annual-report/php/atsdr-petition-process-giving-communities-a-voice.html,true
https://www.atsdr.cdc.gov/2021-annual-report/publications.html,https://www.atsdr.cdc.gov/2021-annual-report/php/2021-publications.html,true
https://www.atsdr.cdc.gov/2021-annual-report/whats-next.html,https://www.atsdr.cdc.gov/2021-annual-report/php/whats-next.html,true
https://www.atsdr.cdc.gov/about/communication-toolkit/pdfs/01_toolkit-users-guide-final-101315_508.pdf,https://www.atsdr.cdc.gov/communications-toolkit/documents/01_toolkit-users-guide-final-101315_508.pdf,true
https://www.atsdr.cdc.gov/about/mission_vision_goals.html,https://www.atsdr.cdc.gov/about/,true
https://www.atsdr.cdc.gov/ace/,https://www.atsdr.cdc.gov/ace/php/about/,true
https://www.atsdr.cdc.gov/ace/about-ace.html,https://www.atsdr.cdc.gov/ace/php/about/,true
https://www.atsdr.cdc.gov/ace/additonal-information.html,https://www.atsdr.cdc.gov/ace/php/about/,true
https://www.atsdr.cdc.gov/ace/connect.html,https://www.atsdr.cdc.gov/ace/php/about/,true
https://www.atsdr.cdc.gov/ace/past-investigations.html,https://www.atsdr.cdc.gov/ace/php/investigations/past.html,true
https://www.atsdr.cdc.gov/asbestos/additional_resources.html,https://www.atsdr.cdc.gov/asbestos/php/resources/,true
https://www.atsdr.cdc.gov/asbestos/asbestos_exposure.html,https://www.atsdr.cdc.gov/asbestos/prevention/,true
https://www.atsdr.cdc.gov/asbestos/atsdr_asbestos_work.html,https://www.atsdr.cdc.gov/asbestos/php/our-work/,true
https://www.atsdr.cdc.gov/asbestos/health_effects_asbestos.html,https://www.atsdr.cdc.gov/asbestos/health-effects/,true
https://www.atsdr.cdc.gov/asbestos/health_effects_asbestos.html,https://www.atsdr.cdc.gov/asbestos/prevention/,false
https://www.atsdr.cdc.gov/asbestos/overview.html,https://www.atsdr.cdc.gov/asbestos/about/,true
https://www.atsdr.cdc.gov/asbestos/site_specific_reports.html,https://www.atsdr.cdc.gov/asbestos/php/our-work/reports.html,true
https://www.atsdr.cdc.gov/ceplaybook/,https://www.atsdr.cdc.gov/community-engagement-playbook/php/about/,true
https://www.atsdr.cdc.gov/ceplaybook/acknowledgements.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/acknowledgements/,true
https://www.atsdr.cdc.gov/ceplaybook/communication-materials-channels.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/communication-materials-channels.html,true
https://www.atsdr.cdc.gov/ceplaybook/community-engagement-activities.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/,true
https://www.atsdr.cdc.gov/ceplaybook/community-health-education.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/health-education-for-community.html,true
https://www.atsdr.cdc.gov/ceplaybook/developing-community-engagement-plan.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/developing-plan.html,true
https://www.atsdr.cdc.gov/ceplaybook/developing-community-profile.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/developing-community-profile.html,true
https://www.atsdr.cdc.gov/ceplaybook/evaluation-activities.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/evaluation-activities.html,true
https://www.atsdr.cdc.gov/ceplaybook/final-thoughts.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/final-thoughts/,true
https://www.atsdr.cdc.gov/ceplaybook/foreword.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/foreword/,true
https://www.atsdr.cdc.gov/ceplaybook/gathering-information.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/gathering-information.html,true
https://www.atsdr.cdc.gov/ceplaybook/identifying-stakeholders.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/identifying-stakeholders.html,true
https://www.atsdr.cdc.gov/ceplaybook/key-concepts.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/introduction/glossary.html,true
https://www.atsdr.cdc.gov/ceplaybook/larger-context.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/introduction/larger-context.html,true
https://www.atsdr.cdc.gov/ceplaybook/maintaining-collaboration.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/maintaining-collaboration.html,true
https://www.atsdr.cdc.gov/ceplaybook/overcoming-challenges.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/introduction/overcoming-challenges.html,true
https://www.atsdr.cdc.gov/ceplaybook/phase1-setting-stage.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/phases/setting-the-stage.html,true
https://www.atsdr.cdc.gov/ceplaybook/phase2-getting-started.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/phases/getting-started.html,true
https://www.atsdr.cdc.gov/ceplaybook/phase3-keeping-going.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/phases/keeping-it-going.html,true
https://www.atsdr.cdc.gov/ceplaybook/phase4-wrapping-up.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/phases/wrapping-up.html,true
https://www.atsdr.cdc.gov/ceplaybook/phases-community-engagement.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/phases/,true
https://www.atsdr.cdc.gov/ceplaybook/preface.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/preface/,true
https://www.atsdr.cdc.gov/ceplaybook/references.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/references/,true
https://www.atsdr.cdc.gov/ceplaybook/resource-index.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/resource/,true
https://www.atsdr.cdc.gov/ceplaybook/sharing-information.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/activities/sharing-information.html,true
https://www.atsdr.cdc.gov/ceplaybook/stepping-in.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/introduction/,true
https://www.atsdr.cdc.gov/ceplaybook/stepping-in.html,https://www.atsdr.cdc.gov/community-engagement-playbook/php/introduction/stepping-in.html,false
https://www.atsdr.cdc.gov/communications-toolkit/c1.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/rapid-community-assessment.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c2.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/introduce-atsdr-to-the-community.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c3.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/community-communication-strategies-and-tools.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c4.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/data-analysis-phase-communication.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c5.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/communicate-results-findings-and-recommendations-along-with-strategies-to-prevent-exposures.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c6.html,https://www.atsdr.cdc.gov/communications-toolkit/php/toolkit/closeout-site-activities.html,true
https://www.atsdr.cdc.gov/communications-toolkit/c7.html,https://www.atsdr.cdc.gov/communications-toolkit/php/all-the-tools/,true
https://www.atsdr.cdc.gov/communications-toolkit/c8.html,https://www.atsdr.cdc.gov/communications-toolkit/php/quick-reference-guide/,true
https://www.atsdr.cdc.gov/communityengagement/pce_acronyms.html,https://www.atsdr.cdc.gov/community-engagement/php/acronyms/,true
https://www.atsdr.cdc.gov/communityengagement/pce_cache.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/cache.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_cancer.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/cancer-surveillance.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_cando.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/can-do-houston.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_canoe.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/healing-of-the-canoe.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_competing.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/overcoming-competing-priorities.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_conclusion.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/conclusion.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_engaging.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/community-involvement.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_initiating.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/initiating-project.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_intro.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_intro.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/introduction.html,false
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_overcoming.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/overcoming-differences.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_challenges_working.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter5-challenges/nontraditional-communities.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_chic.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/chic.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_concepts.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter-1/concepts-community.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_conclusion.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter-1/conclusion-references.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_ctsa.html,https://www.atsdr.cdc.gov/community-engagement/php/ctsa-committee/,true
https://www.atsdr.cdc.gov/communityengagement/pce_dental.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/dental-research-network.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_deploy.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/deploy.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_dulce.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/project-dulce.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_ethics.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter-1/ethics-research.html,true
https://www.atsdr.cdc.gov/communityengagement/pce_examples.html,https://www.atsdr.cdc.gov/community-engagement/php/chapter3-successful-examples/,true
